"mouse","lesion","DAPI_count","total_host_count","B220_count","CD4_count","CD8_count","area","nonrep_tb","rep_tb","total_tb","B220_percent","CD4_percent","CD8_percent","Other_percent","B220_prop","CD4_prop","CD8_prop","DAPI_prop","DAPI_count_500","total_host_count_500","B220_count_500","CD4_count_500","CD8_count_500","RS_index","log_rep_tb","log_nonrep_tb","log_total_tb","log_RS_index","log_RS_prop","RS_prop","Vaccination","Timepoint"
"BCG17","L01",5164,6608,356,644,463,462334.5821,428,30,458,5.38740920096852,9.74576271186441,7.00665859564165,78.1476997578692,0.0538740920096852,0.0974576271186441,0.0700665859564165,0.781476997578692,10.328,13.216,0.712,1.288,0.926,4.85817247855898,3.43398720448515,6.06145691892802,6.12905021006055,5.25466210710939,0.560280481769984,0.0655021834061135,"BCG","D114"
"BCG17","L02",6719,10526,1589,1471,847,585634.7926,426,37,463,15.0959528785864,13.9749192475774,8.04674140224207,63.8324149724492,0.150959528785864,0.139749192475774,0.0804674140224207,0.638324149724492,13.438,21.052,3.178,2.942,1.694,3.82040803947123,3.63758615972639,6.05678401322862,6.13988455222626,3.50322508083635,0.59245188224385,0.0799136069114471,"BCG","D114"
"BCG17","L03",7485,13128,2948,1920,987,662423.3339,429,42,471,22.4558196221816,14.6252285191956,7.51828153564899,57.0155393053016,0.224558196221816,0.146252285191956,0.0751828153564899,0.570155393053016,14.97,26.256,5.896,3.84,1.974,3.51248385983304,3.76120011569356,6.06378520868761,6.15697898558556,2.90905367655459,0.610884026809108,0.089171974522293,"BCG","D114"
"BCG18","L01",7633,11341,2208,953,555,648579.386,712,87,799,19.4691826117626,8.40313905299356,4.89374834670664,67.3044705052465,0.194691826117626,0.0840313905299356,0.0489374834670664,0.673044705052464,15.266,22.682,4.416,1.906,1.11,8.60864279847704,4.47733681447821,6.5694814204143,6.68461172766793,4.01710805151272,0.669797588384423,0.108886107634543,"BCG","D114"
"BCG18","L02",3938,5009,356,378,355,275313.9177,183,1,184,7.10720702735077,7.5464164503893,7.0872429626672,78.618486723897,0.0710720702735077,0.075464164503893,0.070872429626672,0.78618486723897,7.876,10.018,0.712,0.756,0.71,0.200731579332066,0.693147180559945,5.21493575760899,5.22035582507832,1.38524175080673,0.132777765306744,0.00543478260869565,"BCG","D114"
"BCG18","L03",7717,9551,453,764,636,607542.0285,226,25,251,4.74295885247618,7.99916239137263,6.65898858758245,80.7978222175688,0.0474295885247618,0.0799916239137263,0.0665898858758245,0.807978222175688,15.434,19.102,0.906,1.528,1.272,2.90707640306394,3.25809653802148,5.4249500174814,5.52942908751142,3.47695968360259,0.589228378998495,0.099601593625498,"BCG","D114"
"BCG18","L04",1808,2817,545,238,251,152368.3387,169,16,185,19.3468228611999,8.44870429534966,8.91018814341498,64.1817536386227,0.193468228611999,0.0844870429534966,0.0891018814341498,0.641817536386227,3.616,5.634,1.09,0.476,0.502,6.21753386560464,2.83321334405622,5.13579843705026,5.2257466737132,10.2337031128733,0.542164310854941,0.0864864864864865,"BCG","D114"
"BCG18","L05",4603,6222,539,613,470,339572.1461,348,42,390,8.6628093860495,9.85213757634201,7.55384120861459,73.9794278367085,0.086628093860495,0.0985213757634201,0.0755384120861459,0.739794278367085,9.206,12.444,1.078,1.226,0.94,7.56492534831909,3.76120011569356,5.85507192220243,5.96870755998537,6.16232360289872,0.630153191104371,0.107692307692308,"BCG","D114"
"BCG18","L06",9857,14384,2678,1051,843,724032.6482,511,52,563,18.6179087875417,7.3067296996663,5.86067853170189,68.5275305895439,0.186179087875417,0.073067296996663,0.0586067853170189,0.685275305895439,19.714,28.768,5.356,2.102,1.686,3.98300786479432,3.97029191355212,6.23832462503951,6.33505425149806,2.80301313403189,0.626717902630946,0.0923623445825933,"BCG","D114"
"BCG18","L07",1952,2959,545,286,210,160516.5385,54,3,57,18.4183845893883,9.66542750929368,7.09699222710375,65.9682325109834,0.184183845893883,0.0966542750929368,0.0709699222710375,0.659682325109834,3.904,5.918,1.09,0.572,0.42,1.07018136757914,1.38629436111989,4.00733318523247,4.06044301054642,4.7471008489631,0.34141455932744,0.0526315789473684,"BCG","D114"
"BCG18","L08",712,961,45,130,84,58166.22538,24,2,26,4.68262226847034,13.5275754422477,8.74089490114464,74.0894901144641,0.0468262226847034,0.135275754422477,0.0874089490114464,0.740894901144641,1.424,1.922,0.09,0.26,0.168,2.25459590704128,1.09861228866811,3.2188758248682,3.29583686600433,11.7053000039013,0.333333333333333,0.0769230769230769,"BCG","D114"
"BCG19","L01",5382,13067,4321,1736,1731,676671.8614,211,13,224,33.068033978725,13.2853753730772,13.2471110430856,41.1877248029387,0.33068033978725,0.132853753730772,0.132471110430856,0.411877248029387,10.764,26.134,8.642,3.472,3.462,1.05616804678186,2.63905732961526,5.35658627467201,5.41610040220442,2.04207428298961,0.487261522799897,0.0580357142857143,"BCG","D114"
"BCG19","L02",6655,11322,2351,1450,923,669872.2603,192,15,207,20.7648825295884,12.8069245716305,8.1522699169758,58.779367602897,0.207648825295884,0.128069245716305,0.081522699169758,0.58779367602897,13.31,22.644,4.702,2.9,1.846,1.42835850556439,2.77258872223978,5.26269018890489,5.33753807970132,2.48367910775412,0.519450855589012,0.072463768115942,"BCG","D114"
"BCG20","L01",1134,1617,66,269,150,144747.9239,57,3,60,4.08163265306122,16.6357452071738,9.27643784786642,70.1298701298701,0.0408163265306122,0.166357452071738,0.0927643784786642,0.701298701298701,2.268,3.234,0.132,0.538,0.3,1.95293428376135,1.38629436111989,4.06044301054642,4.11087386417331,8.67972905867299,0.337226197379002,0.05,"BCG","D114"
"BCG20","L02",577,860,40,157,88,67916.09417,68,7,75,4.65116279069767,18.2558139534884,10.2325581395349,67.093023255814,0.0465116279069767,0.182558139534884,0.102325581395349,0.67093023255814,1.154,1.72,0.08,0.314,0.176,8.97742818057455,2.07944154167984,4.23410650459726,4.33073334028633,24.7313560475589,0.480159219764464,0.0933333333333333,"BCG","D114"
"BCG20","L03",195,266,18,35,19,19582.9844,22,1,23,6.76691729323308,13.1578947368421,7.14285714285714,73.3082706766917,0.0676691729323308,0.131578947368421,0.0714285714285714,0.733082706766917,0.39,0.532,0.036,0.07,0.038,3.93028024606972,0.693147180559945,3.13549421592915,3.17805383034795,26.4118650453854,0.218104291985532,0.0434782608695652,"BCG","D114"
"BCG20","L04",1689,2779,244,519,364,211118.9569,139,13,152,8.78013673983447,18.6757826556315,13.0982367758186,60.7772580064772,0.0878013673983447,0.186757826556315,0.130982367758186,0.607772580064772,3.378,5.558,0.488,1.038,0.728,5.11544704502681,2.63905732961526,4.9416424226093,5.03043792139244,9.66706759289275,0.524617810785897,0.0855263157894737,"BCG","D114"
"BCG20","L05",682,1592,433,300,217,130151.4246,215,22,237,27.1984924623116,18.8442211055276,13.6306532663317,42.8391959798995,0.271984924623116,0.188442211055276,0.136306532663317,0.428391959798995,1.364,3.184,0.866,0.6,0.434,15.2331424564684,3.13549421592915,5.37527840768417,5.47227067367148,20.0507004184408,0.572978641391924,0.0928270042194093,"BCG","D114"
"BCG20","L06",2265,3380,215,469,435,330638.0963,134,8,142,6.36094674556213,13.8757396449704,12.8698224852071,67.0118343195266,0.0636094674556213,0.138757396449704,0.128698224852071,0.670118343195266,4.53,6.76,0.43,0.938,0.87,2.50816921310607,2.19722457733622,4.90527477843843,4.96284463025991,6.57695827791363,0.442734911332727,0.0563380281690141,"BCG","D114"
"BCG20","L07",1357,3140,460,824,534,250469.7336,212,15,227,14.6496815286624,26.2420382165605,17.0063694267516,43.2165605095541,0.146496815286624,0.262420382165605,0.170063694267516,0.432165605095541,2.714,6.28,0.92,1.648,1.068,5.11507030404999,2.77258872223978,5.36129216570943,5.42934562895444,8.94198256706985,0.510667198539304,0.066079295154185,"BCG","D114"
"BCG20","L08",1032,1854,119,449,259,153220.7863,296,36,332,6.4185544768069,24.217907227616,13.9697950377562,55.663430420712,0.064185544768069,0.24217907227616,0.139697950377562,0.55663430420712,2.064,3.708,0.238,0.898,0.518,21.7790606140121,3.61091791264422,5.6937321388027,5.80814248998044,19.8677239090746,0.62169926424384,0.108433734939759,"BCG","D114"
"BCG20","L09",4254,6434,342,1229,646,469042.6117,335,18,353,5.31551134597451,19.1016474976686,10.0404103201741,66.1175007771215,0.0531551134597451,0.191016474976686,0.100404103201741,0.661175007771215,8.508,12.868,0.684,2.458,1.292,2.94795837412255,2.94443897916644,5.8171111599632,5.86929691313377,4.61742892212501,0.501668091211682,0.0509915014164306,"BCG","D114"
"BCG20","L10",5449,9090,799,1755,1126,633145.4237,485,49,534,8.78987898789879,19.3069306930693,12.3872387238724,59.9449944994499,0.0878987898789879,0.193069306930693,0.123872387238724,0.599449944994499,10.898,18.18,1.598,3.51,2.252,5.93515021605253,3.91202300542815,6.18620862390049,6.28226674689601,4.37048191535889,0.622708834730876,0.0917602996254682,"BCG","D114"
"BCG20","L11",3962,6076,892,656,614,559726.714,347,19,366,14.680710994075,10.7965766951942,10.1053324555629,65.2073732718894,0.14680710994075,0.107965766951942,0.101053324555629,0.652073732718894,7.924,12.152,1.784,1.312,1.228,3.29827943076459,2.99573227355399,5.85220247977447,5.90536184805457,4.97522129977413,0.507290213645568,0.0519125683060109,"BCG","D114"
"BCG20","L12",1407,2842,705,479,338,184766.3402,209,11,220,24.8064743138635,16.8543279380718,11.8930330752991,49.5073891625616,0.248064743138635,0.168543279380718,0.118930330752991,0.495073891625616,2.814,5.684,1.41,0.958,0.676,4.07422497129523,2.484906649788,5.34710753071747,5.39816270151775,8.82699858433637,0.460324519134879,0.05,"BCG","D114"
"BCG20","L13",2045,2989,140,446,364,291467.1327,314,16,330,4.68384074941452,14.9213783874205,12.1779859484778,68.4175309468049,0.0468384074941452,0.149213783874205,0.121779859484778,0.684175309468049,4.09,5.978,0.28,0.892,0.728,5.62572319310934,2.83321334405622,5.75257263882563,5.80211837537706,9.56043905509388,0.4883067115762,0.0484848484848485,"BCG","D114"
"BCG22","L01",10306,12950,1079,822,753,630036.1291,800,71,871,8.33204633204633,6.34749034749035,5.81467181467181,79.5830115830116,0.0833204633204633,0.0634749034749035,0.0581467181467181,0.795830115830116,20.612,25.9,2.158,1.644,1.506,5.96920849420849,4.27666611901606,6.68586094706836,6.77078942390898,3.34439484166924,0.631634784551756,0.0815154994259472,"BCG","D114"
"BCG22","L02",1617,2052,93,168,176,124555.0547,35,4,39,4.53216374269006,8.18713450292398,8.57699805068226,78.8011695906433,0.0453216374269006,0.0818713450292398,0.0857699805068226,0.788011695906433,3.234,4.104,0.186,0.336,0.352,2.17209690893901,1.6094379124341,3.58351893845611,3.68887945411394,8.07386773445049,0.436294525872677,0.102564102564103,"BCG","D114"
"BCG22","L03",2248,2678,119,183,128,191810.7884,29,1,30,4.44361463778939,6.83345780433159,4.77968633308439,83.9432412247946,0.0444361463778939,0.0683345780433159,0.0477968633308439,0.839432412247946,4.496,5.356,0.238,0.366,0.256,0.386289304936777,0.693147180559945,3.40119738166216,3.43398720448515,2.61325460808904,0.2018490865821,0.0333333333333333,"BCG","D114"
"BCG22","L04",4794,5523,156,300,273,263143.9894,251,30,281,2.82455187398153,5.43183052688756,4.94296577946768,86.8006518196632,0.0282455187398153,0.0543183052688756,0.0494296577946768,0.868006518196632,9.588,11.046,0.312,0.6,0.546,6.08105329902552,3.43398720448515,5.52942908751142,5.64190707093811,6.34408897223921,0.608657172354694,0.106761565836299,"BCG","D114"
"BCG22","L05",590,736,22,72,53,51267.20018,13,1,14,2.98913043478261,9.78260869565217,7.20108695652174,80.1630434782609,0.0298913043478261,0.0978260869565217,0.0720108695652174,0.801630434782609,1.18,1.472,0.044,0.144,0.106,1.46321070234114,0.693147180559945,2.63905732961526,2.70805020110221,9.66396910566405,0.255958024809815,0.0714285714285714,"BCG","D114"
"BCG22","L06",3376,4058,272,268,150,200926.4003,122,12,134,6.7028092656481,6.60423854115328,3.69640216855594,83.1936914736323,0.067028092656481,0.0660423854115328,0.0369640216855594,0.831936914736323,6.752,8.116,0.544,0.536,0.3,3.2479861677803,2.56494935746154,4.81218435537242,4.90527477843843,6.44299561058176,0.522896162460867,0.0895522388059701,"BCG","D114"
"BCG23","L01",6161,7552,479,410,503,432173.2404,280,18,298,6.3426906779661,5.42902542372881,6.66048728813559,81.5810381355932,0.063426906779661,0.0542902542372881,0.0666048728813559,0.815810381355932,12.322,15.104,0.958,0.82,1.006,2.53669794188862,2.94443897916644,5.63835466933375,5.70044357339069,3.94182044202298,0.516528045801716,0.0604026845637584,"BCG","D114"
"BCG23","L02",9281,12425,1581,806,763,705485.0913,508,15,523,12.7243460764588,6.48692152917505,6.14084507042254,74.6961770623742,0.127243460764588,0.0648692152917505,0.0614084507042254,0.746961770623742,18.562,24.85,3.162,1.612,1.526,1.24289041334622,2.77258872223978,6.23244801655052,6.26149168432104,2.24185850328257,0.44280003264756,0.0286806883365201,"BCG","D114"
"BCG23","L03",24642,39035,9122,2937,2347,2018667.652,1353,85,1438,23.3687716152171,7.52401690790316,6.01255283719739,63.1279620853081,0.233687716152171,0.0752401690790316,0.0601255283719739,0.631279620853081,49.284,78.07,18.244,5.874,4.694,2.31433291195168,4.45434729625351,7.21081845347222,7.27170370688737,1.15075138078175,0.612558964969184,0.0591098748261474,"BCG","D114"
"BCG23","L04",5863,8176,1099,688,529,460382.5211,235,9,244,13.4417808219178,8.41487279843444,6.47015655577299,71.7098825831703,0.134417808219178,0.0841487279843444,0.0647015655577299,0.717098825831703,11.726,16.352,2.198,1.376,1.058,1.14294041720448,2.30258509299405,5.46383180502561,5.50125821054473,2.83556439077454,0.418556083875592,0.0368852459016393,"BCG","D114"
"BCG24","L01",9097,14230,3286,1082,774,686308.1748,163,27,190,23.0920590302178,7.60365425158117,5.43921293042867,63.928320449754,0.230920590302178,0.0760365425158117,0.0543921293042867,0.63928320449754,18.194,28.46,6.572,2.164,1.548,2.21169308770462,3.3322045101752,5.0998664278242,5.25227342804663,2.4116555188165,0.634430890894133,0.142105263157895,"BCG","D114"
"BCG24","L02",11638,17452,3485,1027,1321,859406.5684,192,43,235,19.9690579876232,5.88471235388494,7.56933302773321,66.6857666743067,0.199690579876232,0.0588471235388494,0.0756933302773321,0.666857666743067,23.276,34.904,6.97,2.054,2.642,3.01571214378486,3.78418963391826,5.26269018890489,5.46383180502561,2.25121619879543,0.692588968503309,0.182978723404255,"BCG","D114"
"BCG25","L01",535,637,31,50,21,42303.09893,5,0,5,4.86656200941915,7.84929356357928,3.2967032967033,83.9874411302983,0.0486656200941915,0.0784929356357928,0.032967032967033,0.839874411302983,1.07,1.274,0.062,0.1,0.042,0,0,1.79175946922805,1.79175946922805,0,0,0,"BCG","D114"
"BCG25","L02",1074,1313,42,167,30,72332.17214,13,2,15,3.1987814166032,12.7189642041127,2.28484386900229,81.7974105102818,0.031987814166032,0.127189642041127,0.0228484386900229,0.817974105102818,2.148,2.626,0.084,0.334,0.06,1.75757220692483,1.09861228866811,2.63905732961526,2.77258872223978,8.79055618598099,0.396240625180289,0.133333333333333,"BCG","D114"
"BCG25","L03",184,252,6,52,10,16756.07634,3,0,3,2.38095238095238,20.6349206349206,3.96825396825397,73.015873015873,0.0238095238095238,0.206349206349206,0.0396825396825397,0.73015873015873,0.368,0.504,0.012,0.104,0.02,0,0,1.38629436111989,1.38629436111989,0,0,0,"BCG","D114"
"BCG25","L04",658,847,23,115,51,58286.63757,51,3,54,2.71546635182999,13.5773317591499,6.02125147579693,77.6859504132231,0.0271546635182999,0.135773317591499,0.0602125147579693,0.776859504132231,1.316,1.694,0.046,0.23,0.102,3.75026043475241,1.38629436111989,3.95124371858143,4.00733318523247,16.5994493226324,0.345939380890154,0.0555555555555556,"BCG","D114"
"BCG25","L05",344,559,69,96,50,66924.40824,11,0,11,12.3434704830054,17.1735241502683,8.94454382826476,61.5384615384615,0.123434704830054,0.171735241502683,0.0894454382826476,0.615384615384615,0.688,1.118,0.138,0.192,0.1,0,0,2.484906649788,2.484906649788,0,0,0,"BCG","D114"
"BCG25","L06",2081,2551,181,207,81,124495.1165,21,0,21,7.0952567620541,8.11446491571933,3.17522540180321,81.5758526068209,0.070952567620541,0.0811446491571933,0.0317522540180321,0.815758526068209,4.162,5.102,0.362,0.414,0.162,0,0,3.09104245335832,3.09104245335832,0,0,0,"BCG","D114"
"BCG25","L07",169,236,17,41,12,31679.04059,13,3,16,7.20338983050847,17.3728813559322,5.08474576271187,71.6101694915254,0.0720338983050847,0.173728813559322,0.0508474576271186,0.716101694915254,0.338,0.472,0.034,0.082,0.024,15.645371577575,1.38629436111989,2.63905732961526,2.83321334405622,63.0628955489439,0.489301084236452,0.1875,"BCG","D114"
"BCG25","L08",2001,2262,57,111,94,151788.6736,79,13,92,2.51989389920424,4.90716180371353,4.15561450044209,88.4615384615385,0.0251989389920424,0.0490716180371353,0.0415561450044209,0.884615384615385,4.002,4.524,0.114,0.222,0.188,6.69285610359377,2.63905732961526,4.38202663467388,4.53259949315326,12.0678125900698,0.582239250037799,0.141304347826087,"BCG","D114"
"BCG21","L01",6307,11695,1655,877,690,610109.9843,669,61,730,14.1513467293715,7.49893116716546,5.89995724668662,53.9290294997862,0.141513467293715,0.0749893116716546,0.0589995724668662,0.539290294997862,12.614,23.39,3.31,1.754,1.38,5.69149490251414,4.12713438504509,6.50727771238501,6.59441345974978,3.57622813738194,0.625853142244692,0.0835616438356164,"BCG","D114"
"BCG21","L02",2601,2829,50,69,28,181534.705,73,12,85,1.76740897843761,2.4390243902439,0.989749027925062,91.9406150583245,0.0176740897843761,0.024390243902439,0.00989749027925062,0.919406150583245,5.202,5.658,0.1,0.138,0.056,4.93906070686675,2.56494935746154,4.30406509320417,4.45434729625351,9.3832025557494,0.575830573340988,0.141176470588235,"BCG","D114"
"BCG21","L03",7995,19345,4859,2048,1243,866376.0572,1084,80,1164,25.1176014474024,10.5867149134143,6.42543292840527,41.3285086585681,0.251176014474024,0.105867149134143,0.0642543292840527,0.413285086585681,15.99,38.69,9.718,4.096,2.486,4.44063370589767,4.39444915467244,6.98933526597456,7.0604763659998,2.2947418714631,0.622401227179827,0.0687285223367698,"BCG","D114"
"BCG21","L04",2949,5684,504,772,499,304944.2728,152,8,160,8.86699507389163,13.5819845179451,8.77902885292048,51.8824771287825,0.0886699507389163,0.135819845179451,0.0877902885292048,0.518824771287825,5.898,11.368,1.008,1.544,0.998,1.48153635319827,2.19722457733622,5.03043792139244,5.08140436498446,3.90479592456739,0.432404984826067,0.05,"BCG","D114"
"BCG21","L05",3817,6568,765,562,273,336966.2935,95,7,102,11.6473812423873,8.55663824604141,4.15651644336175,58.1151035322777,0.116473812423873,0.0855663824604141,0.0415651644336175,0.581151035322777,7.634,13.136,1.53,1.124,0.546,1.14430412205911,2.07944154167984,4.56434819146784,4.63472898822964,3.21483841136664,0.448665185593546,0.0686274509803922,"BCG","D114"
"BCG21","L06",837,1642,387,166,127,77030.66652,11,0,11,23.5688185140073,10.1096224116931,7.73447015834348,50.9744214372716,0.235688185140073,0.101096224116931,0.0773447015834348,0.509744214372716,1.674,3.284,0.774,0.332,0.254,0,0,2.484906649788,2.484906649788,0,0,0,"BCG","D114"
"BCG21","L07",2209,3538,77,388,328,227342.5278,106,10,116,2.17637083097795,10.9666478236292,9.27077444884115,62.4364047484455,0.0217637083097795,0.109666478236292,0.0927077444884115,0.624364047484455,4.418,7.076,0.154,0.776,0.656,3.09310238168883,2.39789527279837,4.67282883446191,4.76217393479776,6.90713212264081,0.503529544621769,0.0862068965517241,"BCG","D114"
"SAL18","L01",1131,1368,63,103,71,144342.3962,258,19,277,4.60526315789474,7.52923976608187,5.19005847953216,82.6754385964912,0.0460526315789474,0.0752923976608187,0.0519005847953216,0.826754385964912,2.262,2.736,0.126,0.206,0.142,14.911714039621,2.99573227355399,5.55682806169954,5.62762111369064,22.1776125533403,0.53232657512534,0.0685920577617329,"SAL","D114"
"SAL18","L02",316,421,17,72,16,29220.43641,56,1,57,4.03800475059382,17.1021377672209,3.80047505938242,75.0593824228028,0.0403800475059382,0.171021377672209,0.0380047505938242,0.750593824228028,0.632,0.842,0.034,0.144,0.032,2.41771292840176,0.693147180559945,4.04305126783455,4.06044301054642,16.535127049103,0.17070727966372,0.0175438596491228,"SAL","D114"
"SAL18","L03",513,709,30,90,76,48036.9923,88,7,95,4.23131170662905,12.6939351198872,10.7193229901269,72.3554301833568,0.0423131170662905,0.126939351198872,0.107193229901269,0.723554301833568,1.026,1.418,0.06,0.18,0.152,10.6584177458649,2.07944154167984,4.48863636973214,4.56434819146784,29.8239267282607,0.45558345999259,0.0736842105263158,"SAL","D114"
"SAL18","L04",4465,5347,223,324,335,363613.0439,692,64,756,4.17056293248551,6.05947260145876,6.26519543669347,83.5047690293623,0.0417056293248551,0.0605947260145876,0.0626519543669347,0.835047690293623,8.93,10.694,0.446,0.648,0.67,13.0763185233792,4.17438726989564,6.5410299991899,6.62936325343745,7.91239990330266,0.629681480756261,0.0846560846560847,"SAL","D114"
"SAL18","L05",2397,3044,141,260,246,201011.829,540,56,596,4.63206307490145,8.54139290407359,8.08147174770039,78.7450722733246,0.0463206307490145,0.0854139290407359,0.0808147174770039,0.787450722733246,4.794,6.088,0.282,0.52,0.492,20.3046673480313,4.04305126783455,6.29341927884648,6.3919171133926,13.4899105154744,0.632525609470653,0.0939597315436242,"SAL","D114"
"SAL18","L06",1682,2163,63,204,214,158074.3864,385,61,446,2.9126213592233,9.43134535367545,9.89366620434582,77.7623670827554,0.029126213592233,0.0943134535367545,0.0989366620434582,0.777623670827554,3.364,4.326,0.126,0.408,0.428,32.6698728917869,4.12713438504509,5.95583736946483,6.10255859461357,19.5506507930767,0.676295740722246,0.13677130044843,"SAL","D114"
"SAL18","L07",1233,1849,263,193,161,105324.0982,30,4,34,14.2239048134127,10.4380746349378,8.70740941049216,66.6846944294213,0.142239048134127,0.104380746349378,0.0870740941049216,0.666846944294213,2.466,3.698,0.526,0.386,0.322,2.45177573463133,1.6094379124341,3.43398720448515,3.55534806148941,9.01199137604123,0.452680830286943,0.117647058823529,"SAL","D114"
"SAL18","L08",1909,2577,131,280,258,168558.1815,414,62,476,5.08343034536283,10.8653473030656,10.011641443539,74.0783857198293,0.0508343034536283,0.108653473030656,0.10011641443539,0.740783857198293,3.818,5.154,0.262,0.56,0.516,27.662019462394,4.14313472639153,6.0282785202307,6.16751649088834,16.448702555132,0.671767109583322,0.130252100840336,"SAL","D114"
"SAL18","L09",2995,3719,168,324,239,234779.0725,347,15,362,4.51734337187416,8.71201936004302,6.42645872546384,80.5324011831137,0.0451734337187416,0.0871201936004302,0.0642645872546384,0.805324011831137,5.99,7.438,0.336,0.648,0.478,4.20769426877945,2.77258872223978,5.85220247977447,5.89440283426485,7.50895917587857,0.470376525018344,0.0414364640883978,"SAL","D114"
